   4.3000000e+01   6.6000000e+01
   3.8000000e+01   1.4000000e+02
   3.6000000e+01   1.9100000e+02
   3.6000000e+01   2.5000000e+02
   3.7000000e+01   3.0800000e+02
   3.9000000e+01   3.5600000e+02
   4.2000000e+01   4.2600000e+02
   9.5000000e+01   7.9000000e+01
   9.2000000e+01   1.2400000e+02
   9.4000000e+01   1.9000000e+02
   9.3000000e+01   2.5400000e+02
   9.6000000e+01   3.0500000e+02
   9.3000000e+01   3.6000000e+02
   9.5000000e+01   4.2200000e+02
   1.5000000e+02   6.7000000e+01
   1.5400000e+02   1.3600000e+02
   1.4700000e+02   1.8700000e+02
   1.4700000e+02   2.4400000e+02
   1.5300000e+02   3.0500000e+02
   1.5000000e+02   3.6800000e+02
   1.5200000e+02   4.2000000e+02
   2.1200000e+02   7.6000000e+01
   2.0500000e+02   1.2400000e+02
   2.1100000e+02   1.9200000e+02
   2.1200000e+02   2.4100000e+02
   2.1000000e+02   3.0400000e+02
   2.0900000e+02   3.6500000e+02
   2.1500000e+02   4.2900000e+02
   2.6300000e+02   6.7000000e+01
   2.6600000e+02   1.3300000e+02
   2.6600000e+02   1.8000000e+02
   2.7100000e+02   2.4600000e+02
   2.6400000e+02   3.0400000e+02
   2.6800000e+02   3.6600000e+02
   2.7300000e+02   4.2000000e+02
   3.2200000e+02   7.1000000e+01
   3.2200000e+02   1.2200000e+02
   3.2300000e+02   1.9000000e+02
   3.2400000e+02   2.4000000e+02
   3.3100000e+02   3.1300000e+02
   3.3100000e+02   3.5800000e+02
   3.3000000e+02   4.3100000e+02
   3.8700000e+02   7.4000000e+01
   3.8600000e+02   1.2600000e+02
   3.8700000e+02   1.8000000e+02
   3.8100000e+02   2.5000000e+02
   3.8600000e+02   3.0000000e+02
   3.8500000e+02   3.7100000e+02
   3.8500000e+02   4.2000000e+02
   4.4000000e+02   6.4000000e+01
   4.4600000e+02   1.3100000e+02
   4.3900000e+02   1.8800000e+02
   4.4200000e+02   2.3300000e+02
   4.4100000e+02   3.0300000e+02
   4.4600000e+02   3.7500000e+02
   4.4200000e+02   4.2200000e+02
   5.0100000e+02   7.9000000e+01
   4.9500000e+02   1.2600000e+02
   5.0400000e+02   1.8600000e+02
   5.0400000e+02   2.4600000e+02
   5.0100000e+02   3.0100000e+02
   5.0400000e+02   3.4500000e+02
   5.0500000e+02   4.2500000e+02
   5.5500000e+02   6.6000000e+01
   5.6000000e+02   1.3400000e+02
   5.6000000e+02   1.8100000e+02
   5.6100000e+02   2.4400000e+02
   5.6100000e+02   3.0400000e+02
   5.5800000e+02   3.6600000e+02
   5.5900000e+02   4.1800000e+02
   6.1200000e+02   6.9000000e+01
   6.1400000e+02   1.2600000e+02
   6.1600000e+02   1.9100000e+02
   6.1600000e+02   2.3900000e+02
   6.1600000e+02   3.0300000e+02
   6.1600000e+02   3.6800000e+02
   6.1600000e+02   4.0800000e+02
   7.8000000e+01   4.6000000e+01
   6.0000000e+01   1.0200000e+02
   7.0000000e+01   1.6300000e+02
   6.5000000e+01   2.2200000e+02
   6.3000000e+01   2.7800000e+02
   6.7000000e+01   3.3000000e+02
   6.4000000e+01   3.9200000e+02
   7.2000000e+01   4.5000000e+02
   1.1800000e+02   4.4000000e+01
   1.2900000e+02   1.0400000e+02
   1.1700000e+02   1.5700000e+02
   1.1500000e+02   2.2100000e+02
   1.2500000e+02   2.7800000e+02
   1.2700000e+02   3.3400000e+02
   1.1800000e+02   3.9500000e+02
   1.2700000e+02   4.5000000e+02
   1.8700000e+02   4.3000000e+01
   1.7500000e+02   9.9000000e+01
   1.8300000e+02   1.6300000e+02
   1.7700000e+02   2.1500000e+02
   1.8000000e+02   2.7200000e+02
   1.7700000e+02   3.3800000e+02
   1.8500000e+02   3.9600000e+02
   1.8200000e+02   4.5200000e+02
   2.3400000e+02   4.1000000e+01
   2.4100000e+02   1.0400000e+02
   2.3000000e+02   1.5500000e+02
   2.4600000e+02   2.1400000e+02
   2.3900000e+02   2.7200000e+02
   2.3700000e+02   3.3700000e+02
   2.3900000e+02   3.9600000e+02
   2.5100000e+02   4.5200000e+02
   2.9500000e+02   4.1000000e+01
   2.8900000e+02   9.8000000e+01
   3.0200000e+02   1.5500000e+02
   2.9200000e+02   2.1300000e+02
   3.0200000e+02   2.7900000e+02
   2.9400000e+02   3.3500000e+02
   3.0500000e+02   3.9300000e+02
   2.9600000e+02   4.5400000e+02
   3.5800000e+02   4.1000000e+01
   3.5600000e+02   9.7000000e+01
   3.5200000e+02   1.5400000e+02
   3.5900000e+02   2.1300000e+02
   3.5100000e+02   2.7400000e+02
   3.6600000e+02   3.3700000e+02
   3.5400000e+02   3.9500000e+02
   3.6400000e+02   4.5200000e+02
   4.0500000e+02   4.0000000e+01
   4.1800000e+02   9.9000000e+01
   4.1700000e+02   1.5400000e+02
   4.0400000e+02   2.1500000e+02
   4.1900000e+02   2.7100000e+02
   4.1500000e+02   3.3700000e+02
   4.1400000e+02   3.9500000e+02
   4.0900000e+02   4.5200000e+02
   4.8200000e+02   4.2000000e+01
   4.6400000e+02   9.8000000e+01
   4.7000000e+02   1.6200000e+02
   4.7600000e+02   2.1200000e+02
   4.6900000e+02   2.7100000e+02
   4.6400000e+02   3.3600000e+02
   4.5000000e+02   3.7800000e+02
   4.6900000e+02   4.4800000e+02
   5.2300000e+02   4.1000000e+01
   5.3500000e+02   1.0200000e+02
   5.2600000e+02   1.5500000e+02
   5.3300000e+02   2.1300000e+02
   5.3300000e+02   2.7600000e+02
   5.0500000e+02   3.4400000e+02
   5.2600000e+02   3.9100000e+02
   5.3800000e+02   4.4800000e+02
   5.8700000e+02   4.4000000e+01
   5.8500000e+02   9.9000000e+01
   5.9700000e+02   1.6000000e+02
   5.8500000e+02   2.1200000e+02
   5.9200000e+02   2.7300000e+02
   5.9000000e+02   3.3500000e+02
   5.8400000e+02   3.9200000e+02
   5.8300000e+02   4.4700000e+02
