   3.2145363e+00   1.0579219e+02
   4.4904292e+00   2.2311025e+02
   1.0683481e+01   2.7826630e+02
   1.3651065e+01   1.6689278e+02
   1.3687124e+01   3.3636486e+02
   3.6785979e+01   1.9705109e+02
   3.7417316e+01   1.3463179e+02
   3.9545000e+01   2.4968575e+02
   3.9163786e+01   3.7267453e+02
   4.0496749e+01   7.4682342e+01
   4.2392547e+01   3.0275282e+02
   6.4535540e+01   3.3933014e+02
   6.5519810e+01   1.6516757e+02
   6.7068451e+01   2.1923543e+02
   6.7084330e+01   1.0440972e+02
   7.1414787e+01   2.7850323e+02
   7.2487162e+01   5.1383885e+01
   7.6833809e+01   3.9937455e+02
   9.3401805e+01   2.4621295e+02
   9.5636360e+01   1.3359565e+02
   9.7553963e+01   1.9236828e+02
   9.7993002e+01   3.1422999e+02
   1.0095876e+02   3.6329411e+02
   9.9403893e+01   4.3030618e+02
   1.0118225e+02   7.5296347e+01
   1.0262634e+02   2.3263662e+01
   1.1932771e+02   2.7832630e+02
   1.2537538e+02   2.2311969e+02
   1.2535522e+02   3.9920068e+02
   1.2525229e+02   4.5634967e+02
   1.2824749e+02   1.6103785e+02
   1.2823010e+02   1.0347330e+02
   1.3074411e+02   4.5457731e+01
   1.3354992e+02   3.3811553e+02
   1.5286049e+02   2.4947052e+02
   1.5363753e+02   1.9596681e+02
   1.5550725e+02   1.2783488e+02
   1.5577836e+02   3.0148426e+02
   1.5575028e+02   3.7332751e+02
   1.5656331e+02   9.0488827e+00
   1.5835873e+02   7.4874514e+01
   1.5793212e+02   4.3108725e+02
   1.6094298e+02   4.7946381e+02
   1.7709394e+02   1.6088103e+02
   1.8002929e+02   4.0975587e+01
   1.8263190e+02   3.3986096e+02
   1.8186262e+02   3.9818480e+02
   1.8345480e+02   2.7355315e+02
   1.8783029e+02   1.0469083e+02
   1.8897743e+02   2.2289130e+02
   1.9556111e+02   4.5779584e+02
   2.1217568e+02   3.0458076e+02
   2.1176811e+02   6.5510489e+01
   2.1268354e+02   1.8573909e+02
   2.1309409e+02   1.3752946e+02
   2.1568327e+02   3.7571528e+02
   2.1743033e+02   2.5603026e+02
   2.1828891e+02   4.2217486e+02
   2.1874520e+02   2.1606841e+01
   2.3452027e+02   1.0049464e+02
   2.3873961e+02   2.2069849e+02
   2.3827319e+02   3.3861850e+02
   2.3933665e+02   4.5754790e+02
   2.4900134e+02   1.6370280e+02
   2.5160864e+02   2.8099363e+02
   2.5166897e+02   4.7369990e+01
   2.5588300e+02   3.9604780e+02
   2.7378576e+02   8.7330181e+01
   2.7578576e+02   1.9858144e+02
   2.7527899e+02   2.4375741e+02
   2.7502941e+02   4.3462226e+02
   2.7602308e+02   1.3042513e+02
   2.7669345e+02   3.1587812e+02
   2.7595250e+02   4.8063223e+02
   2.7625108e+02   7.1708310e+00
   2.7739485e+02   3.6145548e+02
   2.9489781e+02   4.4873366e+01
   2.9882699e+02   1.6304312e+02
   2.9993146e+02   2.7968110e+02
   3.0128392e+02   3.9780614e+02
   3.1169073e+02   2.2067072e+02
   3.1263121e+02   4.5655158e+02
   3.1300266e+02   1.0217528e+02
   3.1386139e+02   3.3778664e+02
   3.2783798e+02   1.6086644e+01
   3.2968749e+02   1.3776275e+02
   3.3286279e+02   1.8671395e+02
   3.3308358e+02   6.6517267e+01
   3.3318136e+02   4.8877801e+02
